,audio_name,audio_id1,audio_id2,text_1,text2,lev_distance
81,PC_MA_HV203_Samuel Gonçalves,500,534,"Assim, tudo vermelho, né?",,
82,PC_MA_HV203_Samuel Gonçalves,500,534,"Era o uniforme vermelho, então tinha bota, tinha meia, tinha, né, a calça, camiseta, tudo ( ) ",,
83,PC_MA_HV203_Samuel Gonçalves,500,534,"Chapéu, tinha tudo.",,
84,PC_MA_HV203_Samuel Gonçalves,500,534,"Então, como eu era o primeiro, né, então os tios, tudo da parte materna, eu era o primeiro.",,
85,PC_MA_HV203_Samuel Gonçalves,500,534,"Ih... Então, sempre era assim.",,
86,PC_MA_HV203_Samuel Gonçalves,500,534,"Eu comecei no no pré, aí depois foi vindo os outros.",,
87,PC_MA_HV203_Samuel Gonçalves,500,534,"Depois de dois anos, tem outro meu primo.",,
88,PC_MA_HV203_Samuel Gonçalves,500,534,Meus avós maternos têm dez netos.,,
89,PC_MA_HV203_Samuel Gonçalves,500,534,"Deles eu sou o primeiro, ih...",,
90,PC_MA_HV203_Samuel Gonçalves,500,534,Aí depois que foi vindo os outros.,,
91,PC_MA_HV203_Samuel Gonçalves,500,534,"Deixa eu te perguntar uma coisa ainda, desse salão.",,
92,PC_MA_HV203_Samuel Gonçalves,500,534,Você começou a falar do futebol.,,
93,PC_MA_HV203_Samuel Gonçalves,500,534,"O que mais você lembra das brincadeiras nesse lugar? então, eu... a gente",,
94,PC_MA_HV203_Samuel Gonçalves,500,534,"<a gente> Então, eu brincava muito ali na rua também.",,
95,PC_MA_HV203_Samuel Gonçalves,500,534,"( ) Aprendi a andar de bicicleta, jogar bola (pigarro)",,
96,PC_MA_HV203_Samuel Gonçalves,500,534,A gente fazia eh muitas amizades também.,,
97,PC_MA_HV203_Samuel Gonçalves,500,534,"A rua era uma rua sem saída, né.",,
98,PC_MA_HV203_Samuel Gonçalves,500,534,"Então, a gente brincava ali, lá no final da rua, que era sem saída também.",,
99,PC_MA_HV203_Samuel Gonçalves,500,534,"Então, por ser meio sem sem movimento, por ser sem saída,",,
100,PC_MA_HV203_Samuel Gonçalves,500,534,"A gente brincava bastante bola, né?",,
101,PC_MA_HV203_Samuel Gonçalves,500,534,"E assim, eu assim tinha facilidade para conquistar amizades e tal. E todo",,
102,PC_MA_HV203_Samuel Gonçalves,500,534,"E todo o pessoal que mora ali ainda, moram lá ainda  até hoje eh, cresceu junto, né, praticamente.",,
103,PC_MA_HV203_Samuel Gonçalves,500,534,"Então, desde era tudo na mesma idade, então foi crescendo, crescendo todo mundo junto.",,
104,PC_MA_HV203_Samuel Gonçalves,500,534,"E ( ), assim, sempre foi as brincadeiras ali, era o pessoal ali mesmo. Eh...",,
105,PC_MA_HV203_Samuel Gonçalves,500,534,"E, assim, eu gosto muito da da da parte da da escola, né, que que eu ia para para escola, assim, e me faz lembrar, pensando nisso, me faz lembrar eh os ônibus, né, pegando ônibus e discutindo sobre figurinha, desenho.",,
106,PC_MA_HV203_Samuel Gonçalves,500,534,Era era bacana. Meu meu ( ) ,,
107,PC_MA_HV203_Samuel Gonçalves,500,534,Minha mãe nunca precisou trabalhar.,,
108,PC_MA_HV203_Samuel Gonçalves,500,534,"Agora ela trabalha, mas ela não, meu pai sempre quis que ela ficasse em casa cuidando da gente e tal. ",,
109,PC_MA_HV203_Samuel Gonçalves,500,534,"Então ela sempre... sempre cuidou de mim, dos meus irmãos.",,
110,PC_MA_HV203_Samuel Gonçalves,500,534,"Depois que ela casou, não trabalhou.",,
111,PC_MA_HV203_Samuel Gonçalves,500,534,"Agora ela trabalha porque já são bem grandes assim, já dá para se virar.",,
112,PC_MA_HV203_Samuel Gonçalves,500,534,"Mas antes, até uns um ano e pouco atrás, ela não tinha trabalhado ainda.",,
113,PC_MA_HV203_Samuel Gonçalves,500,534,"Não trabalhou depois né, do casamento.",,
114,PC_MA_HV203_Samuel Gonçalves,500,534,"Então ela sempre cuidou da gente, sempre estava junto, né.",,
115,PC_MA_HV203_Samuel Gonçalves,500,534,"Até por isso acho que ãh o nosso desenvolvimento, porque geralmente a gente vem de uma classe um pouco desfavorável da sociedade  ih e na maioria das vezes você só tende a ir para o lado contrário.",,
116,PC_MA_HV203_Samuel Gonçalves,500,534,"Eu também sou tenho uma religião, sou evangélico da Congregação Cristã no Brasil, então também ajudou bastante.",,
117,PC_MA_HV203_Samuel Gonçalves,500,534,"Né, você vai seguindo um caminho que daí você tende a prosperar.",,
118,PC_MA_HV203_Samuel Gonçalves,500,534,"E eu sempre pensei assim, desde quando eu era criança eh...",,
119,PC_MA_HV203_Samuel Gonçalves,500,534,"Bom, meus pais não tinham nada.",,
120,PC_MA_HV203_Samuel Gonçalves,500,534,Quando começaram não tinham nada.,,
121,PC_MA_HV203_Samuel Gonçalves,500,534,"Hoje me proporcionaram muitas coisas, né, boas, né. E ",,
122,PC_MA_HV203_Samuel Gonçalves,500,534,"E do que o pai dele proporcionou para ele, ele já me proporcionou muito mais, né.",,
123,PC_MA_HV203_Samuel Gonçalves,500,534,"Do que os pais deles proporcionaram para ele, já me proporcionaram muito mais.",,
124,PC_MA_HV203_Samuel Gonçalves,500,534,"Então eu tenho que proporcionar muito mais do que eles me proporcionaram, né.",,
125,PC_MA_HV203_Samuel Gonçalves,500,534,Então por isso que eu tento né estudar bastante.,,
126,PC_MA_HV203_Samuel Gonçalves,500,534,"Desde pequeno sempre fui na escola, sempre procurei tirar boas notas",,
127,PC_MA_HV203_Samuel Gonçalves,500,534,"Eu pensava sempre isso, então tem que proporcionar muito mais, né.",,
128,PC_MA_HV203_Samuel Gonçalves,500,534,"Se ele conseguiu conquistar duas casas e conseguiu dar o estudo para todos os filhos, eu tenho que conquistar mais, eu tenho que dar um estudo melhor ainda, né.",,
129,PC_MA_HV203_Samuel Gonçalves,500,534,E o meu filho tem que ser melhor do que eu (riso). ,,
130,PC_MA_HV203_Samuel Gonçalves,500,534,"Né, eu estou lutando para isso, ele tem que ser melhor do que eu.",,
131,PC_MA_HV203_Samuel Gonçalves,500,534,Deixa eu te perguntar uma coisa.,,
132,PC_MA_HV203_Samuel Gonçalves,500,534,"Você fala dos seus pais com bastante admiração, fala um pouco do casamento.",,
133,PC_MA_HV203_Samuel Gonçalves,500,534,Você sabe a história dos seus pais?,,
134,PC_MA_HV203_Samuel Gonçalves,500,534,Como eles se conheceram?,,
135,PC_MA_HV203_Samuel Gonçalves,500,534,"Então, até é interessante, porque, na verdade, se não fosse Deus, né, eu não estaria aqui hoje contando isso para vocês. Meu",,
136,PC_MA_HV203_Samuel Gonçalves,500,534,"Minha mãe, quando ela era muito novinha, ela se queimou.",,
137,PC_MA_HV203_Samuel Gonçalves,500,534,"Então, ela teve queimadura de terceiro grau e queimou todos os seus órgãos, né.",,
138,PC_MA_HV203_Samuel Gonçalves,500,534,"Ela foi pegar, guardar uma bolsa e era lamparina ainda.",,
139,PC_MA_HV203_Samuel Gonçalves,500,534,E a lamparina desceu no no seu vestido e era vestido de teol pintado com tinta óleo.,,
140,PC_MA_HV203_Samuel Gonçalves,500,534,"Então queimou tudo, misturou vestido com pele, queimou tudo, mas queimou mesmo assim assim.",,
141,PC_MA_HV203_Samuel Gonçalves,500,534,"Foi desenganada pela medicina, né, não teria mais vida e não poderia levar para casa para morrer em casa, né. ",,
142,PC_MA_HV203_Samuel Gonçalves,500,534,"Aí Deus ajudou, que nessa época meus meus avós já eram crentes, né, e muita fé eles tiveram.",,
143,PC_MA_HV203_Samuel Gonçalves,500,534,"Ela foi melhorando, né, aquilo lá passou.",,
144,PC_MA_HV203_Samuel Gonçalves,500,534,"Chegou a época de casar, os médicos falavam que ela sobreviveu, né, por Deus, foi um milagre.",,
145,PC_MA_HV203_Samuel Gonçalves,500,534,"Só que ela não poderia ter, não tinha nem assim, poderia tirar da cabeça dela de ter filho, se ela casasse não poderia ter filho de jeito nenhum, né, porque...",,
146,PC_MA_HV203_Samuel Gonçalves,500,534,"Não seria estéreo, mas o tecido do, porque foi tirado da perna para colocar aqui, porque não tinha.",,
147,PC_MA_HV203_Samuel Gonçalves,500,534,"Então o tecido era muito frágil, não teria condições de ter filho.",,
148,PC_MA_HV203_Samuel Gonçalves,500,534,"Aí, né, também por Deus, uma vez até foi profetizado e tal que ela teria filho e o primeiro filho dela se chamaria Samuel.",,
149,PC_MA_HV203_Samuel Gonçalves,500,534,"E.... ela teve um filho, teve três por falta de um, né, (riso).",,
150,PC_MA_HV203_Samuel Gonçalves,500,534,"Teve mais, teve teve três.",,
151,PC_MA_HV203_Samuel Gonçalves,500,534,Então foi assim uma história que marca muito nela.,,
152,PC_MA_HV203_Samuel Gonçalves,500,534,"Até hoje tem as cicatrizes, né, ( )  para ela não esquecer.",,
153,PC_MA_HV203_Samuel Gonçalves,500,534,"( ) Só agora, há um tempo atrás que, por causa de algum implante que ela fez no seio, daí deu problema, né.",,
154,PC_MA_HV203_Samuel Gonçalves,500,534,Suspeitou até de ter um tumor.,,
155,PC_MA_HV203_Samuel Gonçalves,500,534,"Mas, graças a Deus, não teve nada, então, aí ",,
156,PC_MA_HV203_Samuel Gonçalves,500,534,###,,
157,PC_MA_HV203_Samuel Gonçalves,500,534,"( ) Até a quinta série eu estudei lá. E, e ",,
158,PC_MA_HV203_Samuel Gonçalves,500,534,<Eles> Aí a gente teve alguns alguns problemas e meu pai sempre teve vontade de mudar para o interior.,,
159,PC_MA_HV203_Samuel Gonçalves,500,534,"Aí a gente pegou e falou ah, então a gente vai para o interior tentar lá, né?",,
160,PC_MA_HV203_Samuel Gonçalves,500,534,"Saímos sem nada, praticamente assim, sabe.",,
161,PC_MA_HV203_Samuel Gonçalves,500,534,"Tinha casa aí, né?",,
162,PC_MA_HV203_Samuel Gonçalves,500,534,"Mas meu pai saiu sem, lá não tinha emprego, né?",,
163,PC_MA_HV203_Samuel Gonçalves,500,534,E a gente comprou uma casa lá.,,
164,PC_MA_HV203_Samuel Gonçalves,500,534,"Mas, eh... assim, sempre o casamento foi foi foi muito, assim, legal o exemplo, né?",,
165,PC_MA_HV203_Samuel Gonçalves,500,534,"E é bacana a gente ver, assim, já são vinte anos de casados.",,
166,PC_MA_HV203_Samuel Gonçalves,500,534,###,,
167,PC_MA_HV203_Samuel Gonçalves,500,534,"Eu tenho dezoito, vou fazer dezenove esse ano e eu nasci um ano depois, então são praticamente uns vinte anos já de de casados.",,
168,PC_MA_HV203_Samuel Gonçalves,500,534,"Deixa eu te perguntar, você estava falando uma hora da ( ) do ônibus para a escola e lembra das conversas ( ), o que mais ( ) ?",,
169,PC_MA_HV203_Samuel Gonçalves,500,534,"Assim eh, de coisas da infância, assim, eu lembro eh, assim, quando você vê as fotos, né, apesar da sua memória de de infância, é complicado você lembrar de tudo, mas vendo as fotos, algumas coisas você consegue lembrar dos brinquedos que você brincava.",,
170,PC_MA_HV203_Samuel Gonçalves,500,534,"Aí você lembra, você vê a foto, ah, não, eu lembro disso, né?",,
171,PC_MA_HV203_Samuel Gonçalves,500,534,"E... e eu gostava, né?",,
172,PC_MA_HV203_Samuel Gonçalves,500,534,"De de ir para escola assim, tinha, fazia os amigos e tal, né? eh...",,
173,PC_MA_HV203_Samuel Gonçalves,500,534,"E hoje eu tive uma experiência bastante legal agora, há pouco tempo ainda, eu estou tendo.",,
174,PC_MA_HV203_Samuel Gonçalves,500,534,###,,
175,PC_MA_HV203_Samuel Gonçalves,500,534,"E geralmente pega esse pessoal do fundamental aí, essas criançadinhas.",,
176,PC_MA_HV203_Samuel Gonçalves,500,534,"Aí você vai e fala, nossa, mas eu era desse tamanho assim, não... (riso)",,
177,PC_MA_HV203_Samuel Gonçalves,500,534,"Não parece, né?",,
178,PC_MA_HV203_Samuel Gonçalves,500,534,Sempre você se vê da mesma forma.,,
179,PC_MA_HV203_Samuel Gonçalves,500,534,"Desde quando você era criança até hoje, você se vê sempre da mesma forma.",,
180,PC_MA_HV203_Samuel Gonçalves,500,534,"Mas quando você vai e vê, aí você começa a refletir.",,
181,PC_MA_HV203_Samuel Gonçalves,500,534,"Não, eu era assim mesmo.",,
182,PC_MA_HV203_Samuel Gonçalves,500,534,"Eu só corria na escola (riso), eu sempre eh brincava de correr, de lutinhas, esses negócios.",,
183,PC_MA_HV203_Samuel Gonçalves,500,534,Aí você vê a criançadinha e você lembra mesmo que que era daquela forma.,,
184,PC_MA_HV203_Samuel Gonçalves,500,534,"as perguntas, chamar de tio, de tia, né?",,
185,PC_MA_HV203_Samuel Gonçalves,500,534,"Você vai hoje na escola, ah, tio, tio, ah, eu também fazia isso, né? (riso).",,
186,PC_MA_HV203_Samuel Gonçalves,500,534,"Então é uma experiência legal que você eh tem a oportunidade de lembrar, porque às vezes passa, né?",,
187,PC_MA_HV203_Samuel Gonçalves,500,534,"Você vai e cresce e começa a fazer outras coisas e geralmente você nem lembra mais que você fez aquilo, ou você esquece, mas era muito...",,
188,PC_MA_HV203_Samuel Gonçalves,500,534,"Muito bacana, sempre gostei.",,
189,PC_MA_HV203_Samuel Gonçalves,500,534,"Eu estudei e fiz o pré, né, depois estudei primeira e quarta série em uma escola e a quinta série eu fiz em outra.",,
190,PC_MA_HV203_Samuel Gonçalves,500,534,Da quinta série eu mudei para lá e fiz o restante. E...,,
191,PC_MA_HV203_Samuel Gonçalves,500,534,"Nunca fui muito bom em futebol, (riso) mas jogava também e dava para se divertir bastante.",,
192,PC_MA_HV203_Samuel Gonçalves,500,534,"Desse período até a quarta série, você tem lembranças da escola?",,
193,PC_MA_HV203_Samuel Gonçalves,500,534,"da escola, eu lembro pouca coisa assim",,
194,PC_MA_HV203_Samuel Gonçalves,500,534,"Algumas coisas que aconteceram, não ia dar para lembrar ainda, mas são são todas as coisas.",,
195,PC_MA_HV203_Samuel Gonçalves,500,534,"Lembro da lembro de quando eu tive tive o meu primeiro computador pré-histórico, mas eu lembro, assim eh, estava acho que na segunda série, e meu pai falou, não eu vou  comprar um computador.",,
196,PC_MA_HV203_Samuel Gonçalves,500,534,"Nossa, naquela época, né, ninguém tinha um computador.",,
